timestamp,site_id,pv_forecast_kw,pv_actual_kw,load_kw,load_forecast_kw,battery_soc,battery_power_kw,battery_temperature,electricity_price,contract_capacity_kw,grid_import_kw,grid_export_kw,weather_condition,ghi,temperature,humidity,ems_mode,equipment_status,battery_soh,battery_cycle_count,battery_equivalent_cycle,battery_health_status,battery_is_second_life,battery_rated_capacity_kwh,battery_available_capacity_kwh
2026-03-01 00:00:00,site_sl01,0.0,0.0,23.75,24.7,50.0,-20.0,31.9,3.25,80.0,43.75,0.0,cloudy,0.0,22.9,58.6,auto,normal,93.41,120,118.0,normal,True,50.0,45.0
2026-03-01 00:15:00,site_sl01,0.0,0.0,23.81,24.59,60.0,-20.0,31.0,3.15,80.0,43.81,0.0,cloudy,0.0,21.4,54.7,auto,normal,93.23,120,118.01,normal,True,50.0,45.0
2026-03-01 00:30:00,site_sl01,0.0,0.0,20.36,20.87,70.0,-20.0,31.1,3.07,80.0,40.36,0.0,cloudy,0.0,22.1,61.6,auto,normal,93.49,120,118.02,normal,True,50.0,45.0
2026-03-01 00:45:00,site_sl01,0.0,0.0,21.84,22.48,80.0,0.0,24.8,2.77,80.0,21.84,0.0,cloudy,0.0,22.9,58.7,auto,normal,93.04,120,118.03,normal,True,50.0,45.0
2026-03-01 01:00:00,site_sl01,0.0,0.0,21.21,21.83,80.0,0.0,25.6,2.71,80.0,21.21,0.0,cloudy,0.0,21.4,50.7,auto,normal,93.15,120,118.04,normal,True,50.0,45.0
2026-03-01 01:15:00,site_sl01,0.0,0.0,18.59,19.1,80.0,0.0,24.9,3.16,80.0,18.59,0.0,cloudy,0.0,22.0,63.8,auto,normal,93.07,120,118.05,normal,True,50.0,45.0
2026-03-01 01:30:00,site_sl01,0.0,0.0,20.14,20.64,80.0,0.0,24.1,2.99,80.0,20.14,0.0,cloudy,0.0,21.8,45.5,auto,normal,92.95,120,118.06,normal,True,50.0,45.0
2026-03-01 01:45:00,site_sl01,0.0,0.0,19.61,19.71,80.0,0.0,24.2,2.81,80.0,19.61,0.0,cloudy,0.0,21.7,60.5,auto,normal,92.79,120,118.07,normal,True,50.0,45.0
2026-03-01 02:00:00,site_sl01,0.0,0.0,22.84,23.14,80.0,0.0,24.5,3.26,80.0,22.84,0.0,cloudy,0.0,21.9,59.9,auto,normal,93.04,120,118.08,normal,True,50.0,45.0
2026-03-01 02:15:00,site_sl01,0.0,0.0,20.57,21.25,80.0,0.0,26.0,2.85,80.0,20.57,0.0,cloudy,0.0,21.8,59.6,auto,normal,92.7,120,118.09,normal,True,50.0,45.0
2026-03-01 02:30:00,site_sl01,0.0,0.0,22.01,21.38,80.0,0.0,24.5,3.26,80.0,22.01,0.0,cloudy,0.0,22.6,54.3,auto,normal,93.08,120,118.1,normal,True,50.0,45.0
2026-03-01 02:45:00,site_sl01,0.0,0.0,20.04,20.89,80.0,0.0,24.7,3.06,80.0,20.04,0.0,cloudy,0.0,22.3,47.6,auto,normal,93.06,120,118.11,normal,True,50.0,45.0
2026-03-01 03:00:00,site_sl01,0.0,0.0,22.53,23.48,80.0,0.0,25.8,2.97,80.0,22.53,0.0,cloudy,0.0,22.8,62.6,auto,normal,92.55,120,118.12,normal,True,50.0,45.0
2026-03-01 03:15:00,site_sl01,0.0,0.0,23.25,23.5,80.0,0.0,24.9,3.05,80.0,23.25,0.0,cloudy,0.0,21.6,58.8,auto,normal,93.21,120,118.13,normal,True,50.0,45.0
2026-03-01 03:30:00,site_sl01,0.0,0.0,19.07,18.33,80.0,0.0,24.5,3.26,80.0,19.07,0.0,cloudy,0.0,22.0,58.3,auto,normal,92.86,120,118.14,normal,True,50.0,45.0
2026-03-01 03:45:00,site_sl01,0.0,0.0,22.18,21.87,80.0,0.0,25.2,2.91,80.0,22.18,0.0,cloudy,0.0,22.1,54.4,auto,normal,92.56,120,118.15,normal,True,50.0,45.0
2026-03-01 04:00:00,site_sl01,0.0,0.0,22.8,22.77,80.0,0.0,24.8,3.2,80.0,22.8,0.0,cloudy,0.0,21.8,53.1,auto,normal,93.08,120,118.16,normal,True,50.0,45.0
2026-03-01 04:15:00,site_sl01,0.0,0.0,22.72,22.93,80.0,0.0,24.1,3.18,80.0,22.72,0.0,cloudy,0.0,22.6,58.4,auto,normal,93.07,120,118.17,normal,True,50.0,45.0
2026-03-01 04:30:00,site_sl01,0.0,0.0,25.22,25.84,80.0,0.0,24.3,3.07,80.0,25.22,0.0,cloudy,0.0,22.5,45.8,auto,normal,93.41,120,118.18,normal,True,50.0,45.0
2026-03-01 04:45:00,site_sl01,0.0,0.0,23.27,24.21,80.0,0.0,25.0,2.86,80.0,23.27,0.0,cloudy,0.0,21.1,48.7,auto,normal,92.97,120,118.19,normal,True,50.0,45.0
2026-03-01 05:00:00,site_sl01,0.0,0.0,26.61,25.46,80.0,0.0,25.3,3.05,80.0,26.61,0.0,cloudy,0.0,22.3,58.1,auto,normal,92.62,120,118.2,normal,True,50.0,45.0
2026-03-01 05:15:00,site_sl01,0.0,0.0,26.95,27.1,80.0,0.0,25.2,3.03,80.0,26.95,0.0,cloudy,0.0,21.3,58.0,auto,normal,92.9,120,118.21,normal,True,50.0,45.0
2026-03-01 05:30:00,site_sl01,0.0,0.0,26.92,26.18,80.0,0.0,25.5,2.79,80.0,26.92,0.0,cloudy,0.0,21.3,59.4,auto,normal,93.21,120,118.22,normal,True,50.0,45.0
2026-03-01 05:45:00,site_sl01,0.0,0.0,24.86,25.7,80.0,0.0,25.1,3.18,80.0,24.86,0.0,cloudy,0.0,22.5,60.4,auto,normal,93.25,120,118.23,normal,True,50.0,45.0
2026-03-01 06:00:00,site_sl01,0.0,0.0,26.48,27.53,80.0,0.0,24.1,3.0,80.0,26.48,0.0,cloudy,0.0,22.0,56.1,auto,normal,92.64,120,118.24,normal,True,50.0,45.0
2026-03-01 06:15:00,site_sl01,3.62,3.45,27.5,28.77,80.0,0.0,24.4,2.71,80.0,24.05,0.0,cloudy,73.4,22.0,45.3,auto,normal,93.41,120,118.25,normal,True,50.0,45.0
2026-03-01 06:30:00,site_sl01,5.32,6.21,31.97,33.21,80.0,0.0,25.5,3.02,80.0,25.76,0.0,cloudy,143.8,23.9,64.5,auto,normal,93.45,120,118.26,normal,True,50.0,45.0
2026-03-01 06:45:00,site_sl01,10.31,9.54,32.45,31.01,80.0,0.0,24.7,2.83,80.0,22.91,0.0,cloudy,210.9,24.2,58.8,auto,normal,93.32,120,118.27,normal,True,50.0,45.0
