timestamp,site_id,pv_forecast_kw,pv_actual_kw,load_kw,load_forecast_kw,battery_soc,battery_power_kw,battery_temperature,electricity_price,contract_capacity_kw,grid_import_kw,grid_export_kw,weather_condition,ghi,temperature,humidity,ems_mode,equipment_status,battery_soh,battery_cycle_count,battery_equivalent_cycle,battery_health_status,battery_is_second_life,battery_rated_capacity_kwh,battery_available_capacity_kwh
2026-03-01 00:00:00,site_001,0.0,0.0,15.0,14.25,57.5,-5.0,25.0,3.0,100.0,10.0,0.0,cloudy,0.0,18.0,60.0,auto,normal,95.0,1001,500.05,normal,false,100.0,85.0
2026-03-01 01:00:00,site_001,0.0,0.0,15.0,14.25,50.0,5.0,25.0,8.0,100.0,10.0,0.0,sunny,0.0,18.0,60.0,auto,normal,94.98,1002,500.1,normal,false,100.0,85.0
2026-03-01 02:00:00,site_001,0.0,0.0,15.0,14.25,57.5,-5.0,25.0,3.0,100.0,10.0,0.0,sunny,0.0,18.0,60.0,auto,normal,94.96,1003,500.15,normal,false,100.0,85.0
2026-03-01 03:00:00,site_001,0.0,0.0,15.0,14.25,50.0,5.0,25.0,8.0,100.0,10.0,0.0,sunny,0.0,18.0,60.0,auto,normal,94.94,1004,500.2,normal,false,100.0,85.0
2026-03-01 04:00:00,site_001,0.0,0.0,15.0,14.25,57.5,-5.0,25.0,3.0,100.0,10.0,0.0,cloudy,0.0,18.0,60.0,auto,normal,94.92,1005,500.25,normal,false,100.0,85.0
2026-03-01 05:00:00,site_001,0.0,0.0,15.0,14.25,50.0,5.0,25.0,8.0,100.0,10.0,0.0,sunny,0.0,18.0,60.0,auto,normal,94.9,1006,500.3,normal,false,100.0,85.0
2026-03-01 06:00:00,site_001,0.0,0.0,20.0,19.0,57.5,-5.0,25.0,3.0,100.0,10.0,0.0,sunny,0.0,22.0,60.0,auto,normal,94.88,1007,500.35,normal,false,100.0,85.0
2026-03-01 07:00:00,site_001,13.59,12.94,22.59,21.46,50.0,5.0,25.0,8.0,100.0,10.0,0.0,sunny,207.1,23.6,60.0,auto,normal,94.86,1008,500.4,normal,false,100.0,85.0
2026-03-01 08:00:00,site_001,26.25,25.0,25.0,23.75,57.5,-5.0,25.0,3.0,100.0,10.0,0.0,cloudy,400.0,25.0,60.0,auto,normal,94.84,1009,500.45,normal,false,100.0,85.0
2026-03-01 09:00:00,site_001,37.12,35.36,27.07,25.72,50.0,5.0,25.0,8.0,100.0,10.0,8.29,sunny,565.7,26.2,60.0,auto,normal,94.82,1010,500.5,normal,false,100.0,85.0
